"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"1594","NODE_883_length_1324_cov_1_980754_S007-44",1324,1,3,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","NoAnnotation","NoAnnotation"
"1595","NODE_993_length_1249_cov_18_581911_S007-44",1249,1,2,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1596","NODE_1069_length_1219_cov_3_526270_S007-44",1219,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1597","NODE_1399_length_1083_cov_3_539761_S007-44",1083,1,2,0,0,"Low-quality","Genome-fragment",2.53,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1598","NODE_1465_length_1064_cov_6_393110_S007-44",1064,1,4,2,0,"Low-quality","Genome-fragment",2.8,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1599","NODE_1596_length_1022_cov_4_503704_S007-44",1022,1,3,2,0,"Low-quality","Genome-fragment",2.8,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1600","NODE_3214_length_748_cov_4_520119_S007-44",748,1,2,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1601","NODE_4_length_37514_cov_200_066806_S007-45",37514,1,49,35,0,"Complete","High-quality",94.5,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"1602","NODE_497_length_1465_cov_3_487752_S007-45",1465,1,3,0,0,"Low-quality","Genome-fragment",3.82,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1603","NODE_791_length_1128_cov_3_370124_S007-45",1128,1,2,1,0,"Low-quality","Genome-fragment",0.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1604","NODE_1271_length_887_cov_4_712346_S007-45",887,1,2,1,0,"Low-quality","Genome-fragment",2.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1605","NODE_3440_length_561_cov_2_357438_S007-45",561,1,1,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"1606","NODE_1_length_37766_cov_1085_201438_S007-48",37766,1,60,17,1,"High-quality","High-quality",94.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1607","NODE_20_length_6597_cov_19_206748_S007-48",6597,1,12,11,0,"Low-quality","Genome-fragment",16.31,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1608","NODE_28_length_5054_cov_24_599357_S007-48",5054,1,8,1,2,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","77-bp-DTR","'microbial genes > viral genes'; 'repeat flagged due to low_complexity'; 'predicted termini not supported by estimated completeness'","Caudovirales","Caudovirales"
"1609","NODE_30_length_4892_cov_19_753271_S007-48",4892,1,6,1,0,"Low-quality","Genome-fragment",12.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1610","NODE_141_length_1918_cov_6_617599_S007-48",1918,1,4,2,0,"Low-quality","Genome-fragment",4.76,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1611","NODE_153_length_1853_cov_13_667230_S007-48",1853,1,5,1,0,"Low-quality","Genome-fragment",4.06,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1612","NODE_167_length_1808_cov_29_987291_S007-48",1808,1,2,2,0,"Low-quality","Genome-fragment",3.77,"AAI-based",0,"No","","","Escherichia phage HK630","Viruses; Caudovirales; Siphoviridae; Lambdavirus; Escherichia virus HK630"
"1613","NODE_202_length_1670_cov_13_773384_S007-48",1670,1,4,1,0,"Low-quality","Genome-fragment",4.9,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1614","NODE_369_length_1329_cov_10_246006_S007-48",1329,1,4,2,0,"Low-quality","Genome-fragment",2.87,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1615","NODE_371_length_1327_cov_12_741600_S007-48",1327,1,5,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1616","NODE_556_length_1124_cov_6_386819_S007-48",1124,1,2,0,0,"Low-quality","Genome-fragment",3.2,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1617","NODE_614_length_1088_cov_6_507418_S007-48",1088,1,2,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1618","NODE_1194_length_840_cov_9_549148_S007-48",840,1,2,1,0,"Low-quality","Genome-fragment",12.23,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1619","NODE_1_length_42227_cov_783_054448_S007-4",42227,1,65,47,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1620","NODE_2_length_41247_cov_555_407360_S007-4",41247,1,61,43,0,"High-quality","High-quality",98.36,"AAI-based",0,"No","","","Streptococcus phage Javan367","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1621","NODE_8_length_5983_cov_41_681849_S007-4",5983,1,10,4,0,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Microviridae","Microviridae"
"1622","NODE_9_length_5871_cov_12_230411_S007-4",5871,1,11,2,1,"Low-quality","Genome-fragment",19.25,"AAI-based",0,"No","","","Enterococcus phage EF62phi","Viruses; Caudovirales; Podoviridae; Picovirinae; unclassified Picovirinae"
"1623","NODE_12_length_4942_cov_23_569373_S007-4",4942,1,4,3,0,"Low-quality","Genome-fragment",13.09,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1624","NODE_14_length_4659_cov_16_191401_S007-4",4659,1,12,10,0,"Low-quality","Genome-fragment",12.12,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1625","NODE_57_length_2478_cov_51_815077_S007-4",2478,1,5,1,0,"Low-quality","Genome-fragment",41.65,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1626","NODE_146_length_1828_cov_20_700171_S007-4",1828,1,3,1,0,"Low-quality","Genome-fragment",29.08,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1627","NODE_202_length_1653_cov_6_015863_S007-4",1653,1,2,2,0,"Low-quality","Genome-fragment",28.96,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1628","NODE_238_length_1578_cov_3_971352_S007-4",1578,1,4,3,0,"Low-quality","Genome-fragment",3.68,"AAI-based",0,"No","","","Staphylococcus virus IPLA7","Viruses; Caudovirales; Siphoviridae; Phietavirus"
"1629","NODE_321_length_1409_cov_69_114114_S007-4",1409,1,2,2,0,"Low-quality","Genome-fragment",23.78,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1630","NODE_370_length_1346_cov_5_383767_S007-4",1346,1,2,0,0,"Low-quality","Genome-fragment",10.29,"AAI-based",0,"No","","'no viral genes detected'","Streptococcus satellite phage Javan322","Viruses; unclassified viruses; unclassified bacterial viruses"
"1631","NODE_852_length_1023_cov_5_041226_S007-4",1023,1,4,1,0,"Low-quality","Genome-fragment",16.21,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1632","NODE_1482_length_860_cov_14_441890_S007-4",860,1,2,1,0,"Low-quality","Genome-fragment",15.11,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1633","NODE_1535_length_851_cov_8_749354_S007-4",851,1,2,0,0,"Low-quality","Genome-fragment",0.92,"AAI-based",0,"No","","'no viral genes detected'","Staphylococcus phage 6ec","Viruses; Caudovirales; Siphoviridae; Sextaecvirus; Staphylococcus virus Sextaec"
"1634","NODE_3030_length_663_cov_3_203072_S007-4",663,1,4,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","",""
"1635","NODE_4_length_35850_cov_161_650183_S007-50",35850,1,52,34,0,"High-quality","High-quality",96.28,"AAI-based",0,"No","","","Escherichia phage D108","Viruses; Caudovirales; Myoviridae; Muvirus; unclassified Muvirus"
"1636","NODE_8_length_26459_cov_24_703662_S007-50",26459,1,27,25,0,"Medium-quality","Genome-fragment",60.76,"AAI-based",0,"No","","","Staphylococcus phage tp310-3","Viruses; Caudovirales; Siphoviridae; Biseptimavirus; unclassified Biseptimavirus"
"1637","NODE_19_length_8797_cov_11_600000_S007-50",8797,1,10,8,0,"Low-quality","Genome-fragment",17.34,"AAI-based",0,"No","","","Enterobacteria phage VT1-Sakai","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1638","NODE_23_length_7334_cov_20_541546_S007-50",7334,1.3,12,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","'1.3 genome copies may indicate assembly artifact'","Caudovirales","Caudovirales"
"1639","NODE_26_length_6900_cov_741_871904_S007-50",6900,1,15,2,0,"Low-quality","Genome-fragment",17.8,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1640","NODE_34_length_5020_cov_20_921101_S007-50",5020,1,7,5,1,"Low-quality","Genome-fragment",10.1,"AAI-based",0,"No","","","Escherichia phage HK630","Viruses; Caudovirales; Siphoviridae; Lambdavirus; Escherichia virus HK630"
"1641","NODE_39_length_4382_cov_3_844599_S007-50",4382,1,9,2,1,"Low-quality","Genome-fragment",10.76,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1642","NODE_102_length_2385_cov_5_382582_S007-50",2385,1,5,1,0,"Low-quality","Genome-fragment",3.48,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1643","NODE_104_length_2363_cov_6_275153_S007-50",2363,1,5,5,0,"Low-quality","Genome-fragment",5.78,"AAI-based",0,"No","","","Streptococcus phage EJ-1","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1644","NODE_130_length_2042_cov_4_325191_S007-50",2042,1,3,2,0,"Low-quality","Genome-fragment",5.23,"AAI-based",0,"No","","","Streptococcus phage Javan308","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1645","NODE_137_length_2022_cov_8_434447_S007-50",2022,1,5,3,0,"Low-quality","Genome-fragment",4.72,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1646","NODE_173_length_1831_cov_5_694413_S007-50",1831,1,4,2,0,"Low-quality","Genome-fragment",3.83,"AAI-based",0,"No","","","Enterobacteria phage VT2phi_272","Viruses; Caudovirales; Podoviridae; Sepvirinae; Oslovirus; unclassified Oslovirus"
"1647","NODE_209_length_1695_cov_8_737330_S007-50",1695,1,2,2,0,"Low-quality","Genome-fragment",5.06,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1648","NODE_275_length_1473_cov_3_368911_S007-50",1473,1,5,5,0,"Low-quality","Genome-fragment",4.25,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1649","NODE_454_length_1210_cov_12_654016_S007-50",1210,1,2,0,0,"Low-quality","Genome-fragment",2.52,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1650","NODE_612_length_1090_cov_2_993090_S007-50",1090,1,2,1,0,"Low-quality","Genome-fragment",2.88,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1651","NODE_679_length_1046_cov_6_422085_S007-50",1046,1,3,1,0,"Low-quality","Genome-fragment",2.15,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1652","NODE_732_length_1022_cov_7_973545_S007-50",1022,1,3,3,0,"Low-quality","Genome-fragment",2.78,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1653","NODE_3505_length_610_cov_7_459662_S007-50",610,1,2,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"1654","NODE_3795_length_593_cov_8_348837_S007-50",593,1,1,1,0,"Low-quality","Genome-fragment",9.98,"AAI-based",0,"No","","","Microviridae","Microviridae"
"1655","NODE_7_length_17545_cov_21_665503_S007-54",17545,1,36,22,0,"Low-quality","Genome-fragment",43.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1656","NODE_133_length_2868_cov_8_180222_S007-54",2868,1,6,5,0,"Low-quality","Genome-fragment",7.6,"AAI-based",0,"No","","","Streptococcus phage K13","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1657","NODE_287_length_2064_cov_6_620533_S007-54",2064,1,4,1,0,"Low-quality","Genome-fragment",5.66,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1658","NODE_454_length_1684_cov_5_443062_S007-54",1684,1,3,0,0,"Low-quality","Genome-fragment",4.07,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1659","NODE_521_length_1569_cov_8_848525_S007-54",1569,1,3,1,0,"Low-quality","Genome-fragment",4.51,"AAI-based",0,"No","","","Streptococcus phage Javan330","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1660","NODE_820_length_1285_cov_10_742550_S007-54",1285,1,3,2,0,"Low-quality","Genome-fragment",3.25,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1661","NODE_827_length_1278_cov_3_420483_S007-54",1278,1,3,3,0,"Low-quality","Genome-fragment",3.47,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1662","NODE_943_length_1210_cov_2_944395_S007-54",1210,1,2,2,0,"Low-quality","Genome-fragment",3.23,"AAI-based",0,"No","","","Streptococcus phage Javan331","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1663","NODE_1154_length_1094_cov_5_986234_S007-54",1094,1,3,0,0,"Low-quality","Genome-fragment",2.79,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1664","NODE_1186_length_1080_cov_6_726820_S007-54",1080,1,3,3,0,"Low-quality","Genome-fragment",3.11,"AAI-based",0,"No","","","Streptococcus phage SM1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1665","NODE_1456_length_983_cov_8_923841_S007-54",983,1,2,1,0,"Low-quality","Genome-fragment",2.9,"AAI-based",0,"No","","","Streptococcus phage SM1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1666","NODE_1_length_51398_cov_122_795327_S007-60",51398,1,76,30,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1667","NODE_7_length_20838_cov_32_863976_S007-60",20838,1,42,10,0,"Low-quality","Genome-fragment",45.57,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1668","NODE_44_length_8065_cov_26_107912_S007-60",8065,1,10,7,0,"Low-quality","Genome-fragment",17.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1669","NODE_87_length_6063_cov_44_391246_S007-60",6063,1,12,1,0,"Low-quality","Genome-fragment",14.48,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1670","NODE_172_length_4278_cov_12_212330_S007-60",4278,1.45,7,0,4,"Low-quality","Genome-fragment",8.72,"AAI-based",0,"No","","'no viral genes detected'; '1.45 genome copies may indicate assembly artifact'","NoAnnotation","NoAnnotation"
"1671","NODE_227_length_3616_cov_12_643120_S007-60",3616,1,10,0,0,"Low-quality","Genome-fragment",5.61,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1672","NODE_306_length_3089_cov_30_133798_S007-60",3089,1,10,0,0,"Low-quality","Genome-fragment",4.71,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1673","NODE_585_length_1923_cov_8_283315_S007-60",1923,1,2,2,0,"Low-quality","Genome-fragment",5.44,"AAI-based",0,"No","","","Escherichia phage sp.","Viruses; unclassified viruses; unclassified bacterial viruses"
"1674","NODE_605_length_1886_cov_2_933112_S007-60",1886,1,5,5,0,"Low-quality","Genome-fragment",4.59,"AAI-based",0,"No","","","Streptococcus phage Javan331","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1675","NODE_619_length_1858_cov_9_870298_S007-60",1858,1,7,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1676","NODE_649_length_1798_cov_8_845439_S007-60",1798,1,7,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1677","NODE_793_length_1565_cov_5_952285_S007-60",1565,1,4,0,0,"Low-quality","Genome-fragment",0.77,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1678","NODE_812_length_1545_cov_18_081063_S007-60",1545,1,4,0,0,"Low-quality","Genome-fragment",4.31,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"1679","NODE_946_length_1392_cov_15_195437_S007-60",1392,1,5,2,0,"Low-quality","Genome-fragment",2.18,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1680","NODE_1083_length_1261_cov_5_074324_S007-60",1261,1,4,0,0,"Low-quality","Genome-fragment",3.35,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1681","NODE_1134_length_1224_cov_7_292938_S007-60",1224,1,4,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1682","NODE_1724_length_950_cov_6_069874_S007-60",950,1,2,2,0,"Low-quality","Genome-fragment",2.33,"AAI-based",0,"No","","","Streptococcus phage Javan173","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1683","NODE_2208_length_831_cov_3_482759_S007-60",831,1,4,2,0,"Low-quality","Genome-fragment",1.1,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1684","NODE_2578_length_761_cov_4_318713_S007-60",761,1,2,2,0,"Low-quality","Genome-fragment",1.88,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1685","NODE_1_length_42590_cov_35_469057_S007-61",42590,1,63,31,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1686","NODE_3_length_40578_cov_239_911410_S007-61",40578,1,56,16,0,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"1687","NODE_5_length_32815_cov_138_806463_S007-61",32815,1,66,13,1,"Medium-quality","Genome-fragment",52.61,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1688","NODE_14_length_14313_cov_30_982860_S007-61",14313,1,16,11,0,"Low-quality","Genome-fragment",36.38,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1689","NODE_15_length_14176_cov_13_309951_S007-61",14176,1,25,8,0,"Low-quality","Genome-fragment",40.05,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1690","NODE_17_length_11112_cov_47_916538_S007-61",11112,1,14,7,0,"Low-quality","Genome-fragment",29.32,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1691","NODE_20_length_9345_cov_17_244821_S007-61",9345,1,13,4,0,"Low-quality","Genome-fragment",20.39,"AAI-based",0,"No","","","Paenibacillus phage Wanderer","Viruses; Caudovirales; Siphoviridae; Vegasvirus; unclassified Vegasvirus"
"1692","NODE_36_length_5350_cov_7_490613_S007-61",5350,1,6,1,0,"Low-quality","Genome-fragment",15.32,"AAI-based",0,"No","","","Klebsiella phage ST340-VIM1phi10.2","Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus"
"1693","NODE_44_length_4670_cov_25_135859_S007-61",4670,1,5,4,0,"Low-quality","Genome-fragment",11.87,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1694","NODE_79_length_3242_cov_7_101106_S007-61",3242,1,7,4,0,"Low-quality","Genome-fragment",9.5,"AAI-based",0,"No","","","Klebsiella phage 4 LV-2017","Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus"
"1695","NODE_81_length_3218_cov_12_185291_S007-61",3218,1,6,3,0,"Low-quality","Genome-fragment",9.21,"AAI-based",0,"No","","","Escherichia phage sp.","Viruses; unclassified viruses; unclassified bacterial viruses"
"1696","NODE_115_length_2719_cov_10_809992_S007-61",2719,1,10,1,0,"Low-quality","Genome-fragment",6.91,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1697","NODE_158_length_2335_cov_33_499114_S007-61",2335,1,5,2,0,"Low-quality","Genome-fragment",5.01,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1698","NODE_175_length_2237_cov_3_125000_S007-61",2237,1,3,3,0,"Low-quality","Genome-fragment",6.06,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1699","NODE_282_length_1800_cov_3_225189_S007-61",1800,1,4,0,0,"Low-quality","Genome-fragment",2.94,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1700","NODE_661_length_1167_cov_2_044037_S007-61",1167,1,2,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1701","NODE_143_length_2668_cov_5_038209_S007-63",2668,1,6,1,1,"Low-quality","Genome-fragment",6.15,"AAI-based",0,"No","20-bp-ITR","'predicted termini not supported by estimated completeness'","Caudovirales","Caudovirales"
"1702","NODE_166_length_2561_cov_4_996779_S007-63",2561,1,3,2,0,"Low-quality","Genome-fragment",6.67,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1703","NODE_339_length_1980_cov_16_333158_S007-63",1980,1,4,3,0,"Low-quality","Genome-fragment",3.49,"AAI-based",0,"No","","","Escherichia phage PA52","Viruses; Caudovirales; Podoviridae; Sepvirinae; Traversvirus; unclassified Traversvirus"
"1704","NODE_571_length_1660_cov_4_806696_S007-63",1660,1,3,1,0,"Low-quality","Genome-fragment",11.31,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1705","NODE_661_length_1584_cov_4_727936_S007-63",1584,1,3,2,0,"Low-quality","Genome-fragment",3.27,"AAI-based",0,"No","","","Streptococcus phage EJ-1","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1706","NODE_1113_length_1315_cov_13_571082_S007-63",1315,1,4,2,0,"Low-quality","Genome-fragment",2.63,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1707","NODE_1356_length_1215_cov_5_852373_S007-63",1215,1,4,2,0,"Low-quality","Genome-fragment",2.03,"AAI-based",0,"No","","","Enterobacteria phage mEp460","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1708","NODE_1467_length_1177_cov_5_623636_S007-63",1177,1,3,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"1709","NODE_1484_length_1170_cov_19_525160_S007-63",1170,1,3,2,0,"Low-quality","Genome-fragment",2.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1710","NODE_1565_length_1147_cov_11_221495_S007-63",1147,1.3,2,0,0,"Low-quality","Genome-fragment",2.49,"AAI-based",0,"No","","'no viral genes detected'; '1.3 genome copies may indicate assembly artifact'","Caudovirales","Caudovirales"
"1711","NODE_1685_length_1115_cov_11_614644_S007-63",1115,1,5,0,0,"Low-quality","Genome-fragment",2.57,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"1712","NODE_1877_length_1069_cov_13_664315_S007-63",1069,1,3,1,0,"Low-quality","Genome-fragment",2.78,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1713","NODE_1936_length_1057_cov_9_726531_S007-63",1057,1,2,2,0,"Low-quality","Genome-fragment",2.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1714","NODE_2006_length_1041_cov_13_137967_S007-63",1041,1,5,1,0,"Low-quality","Genome-fragment",9.41,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1715","NODE_2409_length_965_cov_11_676802_S007-63",965,1,3,2,0,"Low-quality","Genome-fragment",2.15,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1716","NODE_2446_length_960_cov_6_878822_S007-63",960,1,3,1,0,"Low-quality","Genome-fragment",2.19,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"1717","NODE_3379_length_831_cov_8_944297_S007-63",831,1,3,2,0,"Low-quality","Genome-fragment",1.8,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1718","NODE_1_length_62591_cov_43_152286_S007-67",62591,1,86,69,0,"High-quality","High-quality",100,"AAI-based",0,"No","","'contig 1.47x length of matched reference'","NoAnnotation","NoAnnotation"
"1719","NODE_24_length_7455_cov_18_708729_S007-67",7455,1,12,8,0,"Low-quality","Genome-fragment",10.02,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1720","NODE_33_length_6249_cov_7_854828_S007-67",6249,1,10,2,0,"Low-quality","Genome-fragment",13.95,"AAI-based",0,"No","","","Shigella phage SfII","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"1721","NODE_83_length_4297_cov_7_843839_S007-67",4297,1,9,4,0,"Low-quality","Genome-fragment",11.71,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1722","NODE_104_length_3906_cov_59_185166_S007-67",3906,1,11,2,0,"Low-quality","Genome-fragment",10.07,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1723","NODE_134_length_3464_cov_5_140242_S007-67",3464,1,5,5,0,"Low-quality","Genome-fragment",7.34,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1724","NODE_177_length_3074_cov_3_882883_S007-67",3074,1,3,2,0,"Low-quality","Genome-fragment",7.89,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1725","NODE_235_length_2676_cov_4_485187_S007-67",2676,1,3,2,0,"Low-quality","Genome-fragment",7.13,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1726","NODE_244_length_2619_cov_8_047994_S007-67",2619,1,3,3,0,"Low-quality","Genome-fragment",5.58,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1727","NODE_275_length_2456_cov_8_707020_S007-67",2456,1,2,2,0,"Low-quality","Genome-fragment",6.16,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1728","NODE_437_length_1900_cov_7_801975_S007-67",1900,1,6,4,0,"Low-quality","Genome-fragment",3.99,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1729","NODE_443_length_1877_cov_7_192222_S007-67",1877,1,4,0,0,"Low-quality","Genome-fragment",3.82,"AAI-based",0,"No","","'no viral genes detected'","Escherichia phage HK639","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1730","NODE_447_length_1869_cov_3_013951_S007-67",1869,1,4,4,0,"Low-quality","Genome-fragment",4.12,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1731","NODE_475_length_1804_cov_6_352056_S007-67",1804,1,4,4,0,"Low-quality","Genome-fragment",3.84,"AAI-based",0,"No","","","Klebsiella phage ST101-KPC2phi6.1","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"1732","NODE_491_length_1780_cov_6_338227_S007-67",1780,1,4,4,0,"Low-quality","Genome-fragment",3.45,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1733","NODE_531_length_1671_cov_3_428482_S007-67",1671,1,3,3,0,"Low-quality","Genome-fragment",4.51,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1734","NODE_592_length_1528_cov_3_691937_S007-67",1528,1,2,2,0,"Low-quality","Genome-fragment",4.14,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1735","NODE_628_length_1448_cov_6_404814_S007-67",1448,1,3,2,0,"Low-quality","Genome-fragment",3.68,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1736","NODE_818_length_1209_cov_3_045936_S007-67",1209,1,2,1,0,"Low-quality","Genome-fragment",2.6,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"1737","NODE_820_length_1208_cov_7_179487_S007-67",1208,1,3,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
